"Statistic Label","CensusYear","Sex","Single Year of Age","Administrative Counties","UNIT","VALUE"
"Population","2022","Both sexes","59 years","Dublin City Council","Number","6245"
"Population","2022","Both sexes","59 years","Dún Laoghaire Rathdown County Council","Number","2784"
"Population","2022","Both sexes","59 years","Fingal County Council","Number","3262"
"Population","2022","Both sexes","59 years","South Dublin County Council","Number","3057"
"Population","2022","Both sexes","59 years","Kildare County Council","Number","2581"
"Population","2022","Both sexes","59 years","Kilkenny County Council","Number","1310"
"Population","2022","Both sexes","59 years","Laois County Council","Number","967"
"Population","2022","Both sexes","59 years","Longford County Council","Number","535"
"Population","2022","Both sexes","59 years","Louth County Council","Number","1582"
"Population","2022","Both sexes","59 years","Meath County Council","Number","2346"
"Population","2022","Both sexes","59 years","Offaly County Council","Number","956"
"Population","2022","Both sexes","59 years","Westmeath County Council","Number","1167"
"Population","2022","Both sexes","59 years","Wexford County Council","Number","2052"
"Population","2022","Both sexes","59 years","Wicklow County Council","Number","1922"
"Population","2022","Both sexes","59 years","Clare County Council","Number","1620"
"Population","2022","Both sexes","59 years","Cork City Council","Number","2639"
"Population","2022","Both sexes","59 years","Cork County Council","Number","4275"
"Population","2022","Both sexes","59 years","Kerry County Council","Number","2054"
"Population","2022","Both sexes","59 years","Limerick City & County Council","Number","2399"
"Population","2022","Both sexes","59 years","Tipperary County Council","Number","2198"
"Population","2022","Both sexes","59 years","Waterford City & County Council","Number","1655"
"Population","2022","Both sexes","59 years","Galway City Council","Number","775"
"Population","2022","Both sexes","59 years","Galway County Council","Number","2308"
"Population","2022","Both sexes","59 years","Leitrim County Council","Number","426"
"Population","2022","Both sexes","59 years","Mayo  County Council","Number","1786"
"Population","2022","Both sexes","59 years","Roscommon County Council","Number","897"
"Population","2022","Both sexes","59 years","Sligo County Council","Number","905"
"Population","2022","Both sexes","59 years","Cavan County Council","Number","995"
"Population","2022","Both sexes","59 years","Donegal County Council","Number","1981"
"Population","2022","Both sexes","59 years","Monaghan County Council","Number","774"
"Population","2022","Both sexes","60 years","Ireland","Number","57518"
"Population","2022","Both sexes","60 years","Carlow County Council","Number","673"
"Population","2022","Both sexes","60 years","Dublin City Council","Number","6026"
"Population","2022","Both sexes","60 years","Dún Laoghaire Rathdown County Council","Number","2658"
"Population","2022","Both sexes","60 years","Fingal County Council","Number","3093"
"Population","2022","Both sexes","60 years","South Dublin County Council","Number","2982"
"Population","2022","Both sexes","60 years","Kildare County Council","Number","2511"
"Population","2022","Both sexes","60 years","Kilkenny County Council","Number","1237"
"Population","2022","Both sexes","60 years","Laois County Council","Number","965"
"Population","2022","Both sexes","60 years","Longford County Council","Number","528"
"Population","2022","Both sexes","60 years","Louth County Council","Number","1499"
"Population","2022","Both sexes","60 years","Meath County Council","Number","2232"
"Population","2022","Both sexes","60 years","Offaly County Council","Number","982"
"Population","2022","Both sexes","60 years","Westmeath County Council","Number","1087"
"Population","2022","Both sexes","60 years","Wexford County Council","Number","2050"
"Population","2022","Both sexes","60 years","Wicklow County Council","Number","1974"
"Population","2022","Both sexes","60 years","Clare County Council","Number","1540"
"Population","2022","Both sexes","60 years","Cork City Council","Number","2604"
"Population","2022","Both sexes","60 years","Cork County Council","Number","4086"
"Population","2022","Both sexes","60 years","Kerry County Council","Number","2056"
"Population","2022","Both sexes","60 years","Limerick City & County Council","Number","2390"
"Population","2022","Both sexes","60 years","Tipperary County Council","Number","2053"
"Population","2022","Both sexes","60 years","Waterford City & County Council","Number","1579"
"Population","2022","Both sexes","60 years","Galway City Council","Number","760"
"Population","2022","Both sexes","60 years","Galway County Council","Number","2272"
"Population","2022","Both sexes","60 years","Leitrim County Council","Number","401"
"Population","2022","Both sexes","60 years","Mayo  County Council","Number","1772"
"Population","2022","Both sexes","60 years","Roscommon County Council","Number","893"
"Population","2022","Both sexes","60 years","Sligo County Council","Number","862"
"Population","2022","Both sexes","60 years","Cavan County Council","Number","946"
"Population","2022","Both sexes","60 years","Donegal County Council","Number","2055"
"Population","2022","Both sexes","60 years","Monaghan County Council","Number","752"
"Population","2022","Both sexes","61 years","Ireland","Number","56705"
"Population","2022","Both sexes","61 years","Carlow County Council","Number","684"
"Population","2022","Both sexes","61 years","Dublin City Council","Number","5804"
"Population","2022","Both sexes","61 years","Dún Laoghaire Rathdown County Council","Number","2534"
"Population","2022","Both sexes","61 years","Fingal County Council","Number","3027"
"Population","2022","Both sexes","61 years","South Dublin County Council","Number","2980"
"Population","2022","Both sexes","61 years","Kildare County Council","Number","2494"
"Population","2022","Both sexes","61 years","Kilkenny County Council","Number","1260"
"Population","2022","Both sexes","61 years","Laois County Council","Number","1005"
"Population","2022","Both sexes","61 years","Longford County Council","Number","524"
"Population","2022","Both sexes","61 years","Louth County Council","Number","1542"
"Population","2022","Both sexes","61 years","Meath County Council","Number","2213"
"Population","2022","Both sexes","61 years","Offaly County Council","Number","1025"
"Population","2022","Both sexes","61 years","Westmeath County Council","Number","1065"
"Population","2022","Both sexes","61 years","Wexford County Council","Number","2064"
"Population","2022","Both sexes","61 years","Wicklow County Council","Number","1779"
"Population","2022","Both sexes","61 years","Clare County Council","Number","1493"
"Population","2022","Both sexes","61 years","Cork City Council","Number","2466"
"Population","2022","Both sexes","61 years","Cork County Council","Number","4157"
"Population","2022","Both sexes","61 years","Kerry County Council","Number","1963"
"Population","2022","Both sexes","61 years","Limerick City & County Council","Number","2291"
"Population","2022","Both sexes","61 years","Tipperary County Council","Number","2127"
"Population","2022","Both sexes","61 years","Waterford City & County Council","Number","1487"
"Population","2022","Both sexes","61 years","Galway City Council","Number","780"
"Population","2022","Both sexes","61 years","Galway County Council","Number","2317"
"Population","2022","Both sexes","61 years","Leitrim County Council","Number","436"
"Population","2022","Both sexes","61 years","Mayo  County Council","Number","1735"
"Population","2022","Both sexes","61 years","Roscommon County Council","Number","910"
"Population","2022","Both sexes","61 years","Sligo County Council","Number","910"
"Population","2022","Both sexes","61 years","Cavan County Council","Number","925"
"Population","2022","Both sexes","61 years","Donegal County Council","Number","1941"
"Population","2022","Both sexes","61 years","Monaghan County Council","Number","767"
"Population","2022","Both sexes","62 years","Ireland","Number","55015"
"Population","2022","Both sexes","62 years","Carlow County Council","Number","713"
"Population","2022","Both sexes","62 years","Dublin City Council","Number","5647"
"Population","2022","Both sexes","62 years","Dún Laoghaire Rathdown County Council","Number","2470"
